name,lon,lat,sess,device
Sonora,-110.6666671,29.3333331,2,desktop
South Australia,135.6301212,-30.5343665,2,mobile
St Helier,-2.1098279,49.1855551,2,tablet
State of Parana,-99.0113384,19.5886029,2,desktop
State of Santa Catarina,-99.4963061,19.3995585,2,mobile
State of Sao Paulo,-99.0120081,19.5877513,2,tablet
Styria,15.1666665,47.2500001,2,desktop
Taichung City,120.6478282,24.163162,2,desktop
Tainan City,120.336111153,23.1505151,2,desktop
Taranaki,174.197350509,-39.3848063,2,desktop
Tatarstan,50.6806005253,55.32628005,2,desktop
Tel Aviv District,34.8071431648,32.09492,2,mobile
Thurgau,9.1428769,47.5859649,2,desktop
Ticino,8.753706,46.3356506,2,desktop
Tomsk Oblast,82.0475315,58.6124279,2,desktop
Trnava Region,15.9241436,49.2546831,2,desktop
Upper Normandy,1.0438139,49.2566929,2,desktop
Uttarakhand,79.089691,30.0417376,2,mobile
Varna,27.9017131,43.2166104,2,desktop
Vorarlberg,9.9166667,47.25,2,desktop
Voronezh Oblast,40.1506507,50.9800393,2,desktop
Vysocina Region,15.8529019,49.7699725,2,desktop
Waikato,175.201032325,-37.77922715,2,desktop
Wales,-3.73893,52.2928116,2,mobile
Walloon Brabant,4.54991609108,50.66642895,2,desktop
Washington,-77.0366456,38.8949549,2,tablet
West Kalimantan,111.0968901,-0.1322387,2,desktop
West Pomeranian Voivodeship,15.5661586,53.5450793,2,desktop
Western Australia,121.0187246,-25.2303005,2,mobile
Yaroslavl Oblast,39.0021095,57.7781976,2,desktop
Zanjan,48.4835278,36.6682535,2,desktop
Zaporiz'ka oblast,35.922969,47.4165079,2,desktop
Zilina Region,18.7393139,49.2234674,2,desktop
Zurich,8.5404434,47.3685586,2,mobile
Aargau,8.1948321,47.412396,1,desktop
Abu Dhabi,54.3705762,24.4747961,1,mobile
Aichi Prefecture,137.254574,34.9991645,1,desktop
Aichi Prefecture,137.254574,34.9991645,1,mobile
Ajman,55.3619072487,25.5091287,1,desktop
Al Qassim,43.466667,27.083333,1,desktop
Alabama,-86.8295337,33.2588817,1,tablet
Alaska,-149.680909,64.4459613,1,tablet
Alba County,-2.7177425,56.0581477,1,desktop
Alberta,-114.9999999,55.0,1,tablet
Alexandria Governorate,29.7656450401,30.9432983,1,desktop
Alexandria Governorate,29.7656450401,30.9432983,1,mobile
Altai Krai,82.6931424,52.6932243,1,desktop
Amur Oblast,128.437295,52.8032368,1,desktop
Andalusia,-4.5811614,37.3399964,1,mobile
Anhui,117.0,32.0,1,desktop
Ankara,32.853758,39.9220794,1,mobile
Ankara,32.853758,39.9220794,1,tablet
Antalya,30.6937117,36.9008783,1,mobile
Antioquia,-75.5000086,7.0000085,1,desktop
Antioquia,-75.5000086,7.0000085,1,mobile
Antofagasta Region,-69.0842783,-23.6041314,1,desktop
Antwerp,4.3997081,51.2211097,1,tablet
Aosta Valley,7.387426,45.730099,1,desktop
Aragon,-0.7639373,41.3787291,1,desktop
Aragua,-67.166667,10.0,1,desktop
Arges County,24.8468676764,44.9929984,1,desktop
Arizona,-111.7632755,34.395342,1,tablet
Aswan Governorate,32.4239202,23.1046213,1,desktop
Bacau County,26.9153557,46.5560493,1,desktop
Baja California Sur,-111.5706164,25.5818014,1,desktop
Balearic Islands,2.88043053264,39.6134018,1,desktop
Balearic Islands,2.88043053264,39.6134018,1,mobile
Bali,2.3521334,48.8565056,1,mobile
Bangkok,100.416086602,13.5859219,1,mobile
Banska Bystrica Region,19.1573494,48.7384028,1,desktop
Baranya,22.32628,48.57021,1,desktop
Basque Country,-2.5543023,42.9911816,1,tablet
Bavaria,11.4038717,48.9467562,1,tablet
Bay Of Plenty,176.938287362,-37.9503755,1,tablet
Belgorod Oblast,37.5837615,50.7080119,1,desktop
Berlin,13.3888599,52.5170365,1,tablet
Bio-Bio,-72.219556,-36.9863166,1,mobile
Blagoevgrad Province,23.3933849,41.7547856,1,desktop
Blekinge County,15.333333,56.333333,1,desktop
Braga,-8.4280044,41.5510583,1,desktop
Bremen,8.8071646,53.0758196,1,mobile
British Columbia,-125.0,55.0,1,tablet
Budapest,19.0404707,47.4983815,1,tablet
Bursa,29.0667635,40.1827061,1,desktop
Ca Mau,105.1822931,9.2679829,1,desktop
Cagayan Valley,121.889029821,17.677229,1,mobile
Calabarzon,121.353652374,14.16441485,1,tablet
Calabria,16.5249864,39.0565974,1,desktop
Campania,14.843984,40.860672,1,mobile
Campania,14.843984,40.860672,1,tablet
Canary Islands,-16.6218402966,28.2935785,1,tablet
Cantabria,-4.0878382,43.1595664,1,desktop
Capital District,-66.9147206,10.5053491,1,desktop
Carabobo,-68.083333,10.166667,1,desktop
Carinthia,13.8333333,46.7500001,1,desktop
Catalonia,1.5745043,41.8523094,1,mobile
Celje,15.2659932,46.2309234,1,desktop
Center District,34.9167435768,32.08511765,1,mobile
Central Denmark Region,9.23462700705,56.2356848,1,mobile
Central Kalimantan,113.2903307,-1.499583,1,desktop
Central Visayas,123.996810486,10.30231135,1,mobile
Chernivets'ka oblast,23.9948327,49.8394407,1,desktop
Chhattisgarh,81.8096116,21.4895849,1,mobile
Chongqing,106.5492822,29.5585712,1,desktop
Chubut Province,-64.2583998,-31.6429494,1,desktop
Coimbra District,6.13498663318,49.60293755,1,desktop
Coimbra District,6.13498663318,49.60293755,1,mobile
Colorado,-105.6077167,38.7251776,1,tablet
Community of Madrid,-3.77156267545,40.5248319,1,mobile
Cordillera Administrative Region,121.075267665,17.359748,1,desktop
Cordillera Administrative Region,121.075267665,17.359748,1,mobile
Cordoba,-4.7795023,37.8844874,1,desktop
Cork,-8.4705806,51.8979282,1,desktop
Covasna County,25.9634201916,45.89930735,1,desktop
Crete,-87.6314312,41.4444791,1,desktop
Crimea,-0.1327054,51.5073608,1,desktop
Dalarna County,14.3585753,60.9508589,1,tablet
Delhi,77.2272603,28.6572914,1,tablet
Delta,-108.0689583,38.7422063,1,desktop
District of Columbia,-77.0366456,38.8949549,1,tablet
Durango,-104.833333,24.833333,1,desktop
East Kalimantan,116.2419977,0.7884397,1,desktop
Eastern Province,81.5954591948,7.7475,1,mobile
Eastern Visayas,124.997556122,11.32782725,1,desktop
Edirne,26.5587225,41.6759327,1,desktop
Ehime Prefecture,132.8185275,33.6013646,1,desktop
Emilia-Romagna,11.039437,44.525696,1,mobile
Extremadura,-6.1529891,39.1748426,1,mobile
Faiyum Governorate,30.6196433757,29.340737,1,desktop
Federal District,-99.1517009708,19.32055625,1,tablet
Federation of Bosnia and Herzegovina,17.5501751459,43.9170779,1,mobile
Fingal,-6.22453399794,53.4937362,1,tablet
Finnmark,24.0465695,69.4813305,1,desktop
Franche-Comte,6.2097185,47.4961233,1,desktop
Free State,26.4978933,-28.7853618,1,desktop
Fukuoka Prefecture,130.6180016,33.6251241,1,desktop
Gabrovo,25.2116445,42.9350091,1,desktop
Gauteng,28.0813105,-25.9363439,1,tablet
Giza Governorate,29.4188201083,29.05403575,1,desktop
Gorj County,23.3305819052,44.9610717,1,desktop
Gotland County,18.5014698,57.5012301,1,desktop
Grisons,9.6027351,46.6960615,1,desktop
Gyeongsangnam-do,128.3301115,35.375617,1,mobile
Hai Duong,113.543211867,22.18930785,1,desktop
Haifa District,34.9850882301,32.62564005,1,mobile
Hajdu-Bihar,21.4752281,47.4407848,1,desktop
Halland County,0.1346836,50.9286852,1,mobile
Hamburg,10.000654,53.5503414,1,mobile
Haryana,76.0,29.0,1,mobile
Henan,113.9999999,34.0000001,1,desktop
Hesse,9.1909725,50.6118537,1,mobile
Hidalgo,-99.0,20.5,1,desktop
Ho Chi Minh,106.7017555,10.7758439,1,mobile
Hsinchu County,121.0128333,24.8267,1,mobile
Hubei,112.0,31.0,1,mobile
Hunedoara County,22.9423025367,45.7883307,1,desktop
Ilocos Region,120.470008559,17.200662,1,desktop
Incheon,126.6057595,37.4966135,1,mobile
Isfahan,51.6650002,32.6707877,1,desktop
Isle of Man,-4.5591148,54.1936805,1,mobile
Istanbul,28.9651646,41.0096334,1,mobile
Istria County,28.7150033409,44.573155,1,desktop
Ivano-Frankivs'ka oblast,24.5207477,48.7481718,1,desktop
Ivanovo Oblast,41.4352137,56.9167446,1,desktop
Izmir,27.144474,38.4153421,1,mobile
Jalisco,-103.6666671,20.3333331,1,mobile
Jammu and Kashmir,76.7972892,34.0476564,1,desktop
Jamtland County,19.9315536,64.0236779,1,desktop
Jasz-Nagykun-Szolnok,20.1947103,47.1754062,1,desktop
Jeju-do,126.5626688,33.3940067,1,desktop
Jerusalem District,35.0655313318,31.7427766,1,mobile
Jiangxi,116.0,28.0,1,desktop
Jonkoping County,14.1627579,57.7814709,1,mobile
Kansas,-98.5821872,38.27312,1,tablet
Karlovy Vary Region,12.8710769,50.2304694,1,desktop
Kelantan,102.067895784,5.4022819,1,desktop
Kerala,76.5119752,10.3529588,1,tablet
Khon Kaen,102.683469579,16.3484688,1,mobile
Khorasan,47.2656,35.7131,1,desktop
Kildare,-6.8184174661,53.15436455,1,desktop
Klaipeda County,21.2363843,55.7766339,1,desktop
Kocaeli,29.9067888,40.7828,1,desktop
Konya,32.4844015,37.8719963,1,desktop
Kumamoto Prefecture,130.6341345,32.6450475,1,desktop
La Rioja,-2.4674917,42.3285528,1,desktop
La Rioja,-2.4674917,42.3285528,1,tablet
Laane-Viru County,26.3099088208,59.4075666,1,desktop
Lampang,99.5577296661,18.3540249,1,desktop
Leiria District,-99.1302755,19.3747978,1,desktop
Limassol,33.042341,34.6735637,1,mobile
Limburg,5.86721779651,51.26441545,1,mobile
Limburg,5.86721779651,51.26441545,1,tablet
Limerick City,-8.6302084,52.6612577,1,desktop
Lisbon,-9.1380056,38.7130574,1,mobile
Lisbon,-9.1380056,38.7130574,1,tablet
Ljubljana,14.5068921,46.049865,1,tablet
Lovec,24.715431,43.1349971,1,desktop
Lublin Voivodeship,22.7991176,50.976229,1,desktop
Lucerne,8.3054682,47.0505452,1,desktop
Luxembourg,6.1296751,49.8158683,1,desktop
Maine,-68.8590201,45.709097,1,tablet
Malacca,102.255926,2.1908178,1,desktop
Manipur,93.9229386,24.7208818,1,desktop
Manitoba,-97.0000001,55.0000001,1,mobile
Manitoba,-97.0000001,55.0000001,1,tablet
Maramures County,24.1966445112,47.67131815,1,desktop
Maryland,-76.9382069,39.5162234,1,tablet
Masovian Voivodeship,21.2073404,52.5461934,1,mobile
Mayo,-135.8961421,63.5926909,1,desktop
Meghalaya,91.2999102,25.5379432,1,desktop
Metro Manila,121.039315543,14.5669327,1,tablet
Mie Prefecture,136.5154489,34.7339685,1,desktop
Minnesota,-94.6113288,45.9896587,1,tablet
Miyagi Prefecture,141.0302855,38.359251,1,desktop
Miyazaki Prefecture,131.294542,32.097681,1,desktop
Mizoram,92.8687612,23.2146169,1,desktop
More og Romsdal,7.4759426,62.4128392,1,desktop
Moscow,37.6187042,55.7516335,1,mobile
Mpumalanga,30.1500153,-26.276849,1,desktop
Mures County,24.6254035724,46.606563,1,desktop
Nagasaki Prefecture,129.7874339,33.1154683,1,desktop
Nakhon Pathom,100.113005798,13.91363525,1,desktop
Nara Prefecture,135.8816819,34.2963089,1,desktop
New Brunswick,-66.75,46.5,1,mobile
New Hampshire,-71.6553992,43.4849133,1,mobile
New Mexico,-105.993007,34.5708167,1,tablet
Nitra Region,18.0894593,48.31295,1,desktop
Nizhny Novgorod Oblast,44.5855442,56.4601702,1,desktop
Nord-Pas-de-Calais,2.7578982,50.4832487,1,tablet
Norrbotten County,22.1560121,65.5838002,1,tablet
North Brabant,5.0370354561,51.5259565,1,mobile
North Sulawesi,124.090151,0.6555692,1,desktop
North Sumatra,99.3812201,2.1923519,1,mobile
North West,11.5270102892,64.574131,1,desktop
North West,11.5270102892,64.574131,1,mobile
Northern Cape,21.2051361,-29.573402,1,desktop
Northern Mindanao,124.687196067,8.40488525,1,desktop
Novo Mesto,15.1706364,45.800717,1,desktop
Ogun State,3.8664232,7.3561579,1,desktop
Okinawa Prefecture,127.542181303,26.58920965,1,desktop
Olt County,24.46281894,44.29050505,1,desktop
Omsk Oblast,73.5099936,56.0935263,1,desktop
Oppland,9.4789009,61.3440814,1,desktop
Ostfold,11.3584009,59.3736144,1,desktop
Osun,4.4978307,7.5484047,1,desktop
Osun,4.4978307,7.5484047,1,mobile
Otago,170.177891809,-45.39750515,1,desktop
Pahang,102.5870951,3.6278466,1,desktop
Pahang,102.5870951,3.6278466,1,tablet
Pardubice Region,15.7765409,50.0410187,1,desktop
Parnu County,24.5200466,58.3800572,1,mobile
Pathum Thani,100.627654758,14.09527305,1,desktop
Pazardzik,24.3324797,42.1889295,1,desktop
Penang,100.2559077,5.4065013,1,mobile
Penza Oblast,44.7879181,53.1655415,1,desktop
Phuket,98.3221263722,7.715984,1,desktop
Piura,-80.333333,-5.0,1,desktop
Prachuap Khiri Khan,99.8385145402,11.7893735,1,desktop
Prahova,26.029213496,45.12515965,1,desktop
Prahova,26.029213496,45.12515965,1,mobile
Primorsky Krai,134.726645,45.0819456,1,desktop
Prince Edward Island,-63.45941,46.3202067,1,mobile
Province of Brescia,-77.1332846,-12.0490109,1,desktop
Province of Namur,4.8418926,50.4613368,1,tablet
Putrajaya,101.700461161,2.9295026,1,desktop
Queretaro,-99.84756,20.8542575,1,desktop
Rajasthan,73.7684549,26.8105777,1,mobile
Rayong,101.396262197,12.73430345,1,desktop
Region Zealand,11.6866635003,55.48635875,1,mobile
Region Zealand,11.6866635003,55.48635875,1,tablet
Rhode Island,-71.5992372,41.7962409,1,mobile
Risaralda,-75.9842236,5.2102948,1,desktop
Rivers,6.8604088,4.8416028,1,desktop
Riyadh Province,46.040556,24.063056,1,mobile
Rogaland,5.9357964,59.1585024,1,tablet
Ryazan Oblast,40.5705246,54.4226732,1,desktop
Saare County,22.4848672685,58.2057461,1,desktop
Saga Prefecture,130.1296585,33.2185408,1,mobile
Sakarya,30.481606,40.7731834,1,desktop
Salaj,23.0145201224,47.1546219,1,desktop
Samara Oblast,50.4785577,53.2852213,1,desktop
San Luis Potosi,-100.5000001,22.5000001,1,mobile
Santiago Metropolitan Region,121.0009413,14.546308,1,mobile
Saraburi,100.891872586,14.6220052,1,desktop
Schleswig-Holstein,9.8220089,54.1853998,1,mobile
Seoul,126.9782914,37.5666791,1,mobile
Seoul,126.9782914,37.5666791,1,tablet
Sevastopol' city,33.5220842,44.6054434,1,desktop
Shaanxi,109.0,36.0,1,desktop
Si Sa Ket,104.332348,15.116794,1,desktop
Siauliai County,23.322513,55.8192573,1,desktop
Sichuan,102.4999999,30.5000001,1,desktop
Silesian Voivodeship,19.2343995,50.5687422,1,mobile
Sinaloa,-107.5000001,25.0000001,1,desktop
Sindh,69.0,25.5,1,tablet
Sivas,37.013697,39.749781,1,desktop
Sodermanland County,17.5398961764,58.95868325,1,desktop
Songkhla,100.580510926,7.1418047,1,desktop
Sor-Trondelag,10.4810573,63.1275124,1,mobile
Souss-Massa-Draa,-7.6856578,29.3709945,1,desktop
South Australia,135.6301212,-30.5343665,1,tablet
South Dakota,-100.348761,44.6471761,1,tablet
South Holland,4.39281137854,51.98814685,1,tablet
Special Region of Yogyakarta,110.4021745,-7.8697613,1,mobile
St Helier,-2.1098279,49.1855551,1,desktop
Stara Zagora,25.5615093,42.4607734,1,desktop
State of Para,-77.9897375,43.2575597,1,desktop
State of Paraiba,-34.8808001555,-7.12179605,1,desktop
Suceava County,25.8173527992,47.5327387,1,desktop
Suez Governorate,32.1490967,29.4165427,1,desktop
Sverdlovsk Oblast,61.8021546,58.6414755,1,desktop
Szabolcs-Szatmar-Bereg,21.4954557,48.1718359,1,desktop
Taipei City,121.5637,25.0375167,1,mobile
Tamil Nadu,78.3665347,10.9094334,1,tablet
Tasmania,146.6366887,-42.035067,1,mobile
Tekirdag,27.5158544,40.9795272,1,desktop
Telangana,79.1151663,17.8495919,1,tablet
Telsiai County,22.0677085,56.0643536,1,desktop
Terengganu,102.981424126,4.8906412,1,desktop
Thua Thien Hue,107.5563708,16.3375374,1,desktop
Tianjin,117.1980785,39.1235635,1,desktop
Tianjin,117.1980785,39.1235635,1,mobile
Toyama Prefecture,122.9991784,24.4682684,1,desktop
Trencin Region,18.063143669,48.8983802,1,desktop
Tulcea County,29.068717509,45.0046615,1,desktop
Tver Oblast,35.1744428,57.1134475,1,desktop
Umbria,12.490236,42.965916,1,desktop
Upper Austria,14.0,48.25,1,mobile
Usti nad Labem Region,14.0408798,50.6684322,1,desktop
Uthai Thani,99.5530602037,15.3598637,1,desktop
Utrecht,5.1276803155,52.08095165,1,mobile
Valais,7.6605757,46.2303063,1,desktop
Valencian Community,-0.7654406,39.6819591,1,tablet
Valle del Cauca,-76.5000086,3.7500086,1,desktop
Vas County,21.6159187,63.0957722,1,desktop
Vasternorrland County,17.9235996382,62.64526165,1,mobile
Veneto,11.8665254,45.6476663,1,mobile
Vest-Agder,7.069215,58.7111865,1,desktop
Veszprem,17.9116007,47.0916334,1,desktop
Vienna,16.3725042,48.2083537,1,tablet
Vinh Phuc Province,105.5008797,21.392903,1,desktop
Vladimir Oblast,40.6561633,56.0503336,1,desktop
Volgograd Oblast,44.2903582,49.6048339,1,desktop
Waterford,-7.10197872853,52.24515735,1,desktop
Wellington,174.7772239,-41.2887639,1,desktop
West Bengal,87.6855882,22.9964948,1,tablet
West Java,107.6404716,-6.8891692,1,mobile
Western Australia,121.0187246,-25.2303005,1,tablet
Western Finland,23.6570856446,62.440588,1,desktop
Wicklow,-6.0414184,52.9802376,1,desktop
Wyoming,-107.5685348,43.1700264,1,mobile
Yazd,54.3502146,31.8936189,1,desktop
Zabaykalsky Krai,115.956325,52.248521,1,desktop
Zamboanga Peninsula,122.756004766,7.77301775,1,desktop
Zeeland,3.78266557199,51.49154255,1,desktop
Zhejiang,119.9999999,29.0000001,1,desktop
Zhytomyrs'ka oblast,30.3767487,50.4987266,1,desktop
Zurich,8.5404434,47.3685586,1,tablet
